Flight_ID,Flight_Date,Departure_Airport,Arrival_Airport,Booking_Date,Fare_Class,Ticket_Price,Booking_Channel,No_Show
F101,2025-06-13 02:00:00,JFK,MIA,2025-05-13 02:00:00,Economy,812,Web,0
F103,2025-06-13 03:00:00,JFK,BOS,2025-05-13 03:00:00,Premium,476,Web,1
F101,2025-06-13 04:00:00,DFW,SEA,2025-05-13 04:00:00,Economy,650,Agent,1
F102,2025-06-13 05:00:00,JFK,BOS,2025-05-13 05:00:00,Premium,639,App,0
F102,2025-06-13 06:00:00,DFW,BOS,2025-05-13 06:00:00,Economy,870,Agent,0
F104,2025-06-13 07:00:00,LAX,BOS,2025-05-13 07:00:00,Business,183,Agent,0
F102,2025-06-13 08:00:00,ORD,ATL,2025-05-13 08:00:00,Economy,553,Agent,1
F103,2025-06-13 09:00:00,JFK,SEA,2025-05-13 09:00:00,Economy,766,App,0
F101,2025-06-13 10:00:00,JFK,SEA,2025-05-13 10:00:00,Business,728,Web,0
F104,2025-06-13 11:00:00,LAX,BOS,2025-05-13 11:00:00,Premium,613,Agent,0
F101,2025-06-13 12:00:00,ORD,ATL,2025-05-13 12:00:00,Premium,704,Agent,0
F101,2025-06-13 13:00:00,DFW,ATL,2025-05-13 13:00:00,Economy,777,App,1
F103,2025-06-13 14:00:00,ORD,SEA,2025-05-13 14:00:00,Business,486,Agent,0
F102,2025-06-13 15:00:00,LAX,ATL,2025-05-13 15:00:00,Premium,449,Web,0
F102,2025-06-13 16:00:00,LAX,ATL,2025-05-13 16:00:00,Economy,395,App,0
F101,2025-06-13 17:00:00,ORD,ATL,2025-05-13 17:00:00,Business,357,Web,0
F104,2025-06-13 18:00:00,DFW,MIA,2025-05-13 18:00:00,Premium,180,Web,0
F102,2025-06-13 19:00:00,DFW,BOS,2025-05-13 19:00:00,Premium,367,App,0
F104,2025-06-13 20:00:00,JFK,SEA,2025-05-13 20:00:00,Business,518,Agent,0
F102,2025-06-13 21:00:00,DFW,SEA,2025-05-13 21:00:00,Business,334,Web,1
F104,2025-06-13 22:00:00,ORD,MIA,2025-05-13 22:00:00,Business,932,Web,0
F103,2025-06-13 23:00:00,LAX,BOS,2025-05-13 23:00:00,Business,410,Web,0
F104,2025-06-14 00:00:00,JFK,SEA,2025-05-14 00:00:00,Economy,912,Web,1
F103,2025-06-14 01:00:00,JFK,ATL,2025-05-14 01:00:00,Business,456,App,0
F103,2025-06-14 02:00:00,LAX,SEA,2025-05-14 02:00:00,Premium,312,App,0
F104,2025-06-14 03:00:00,DFW,ATL,2025-05-14 03:00:00,Premium,673,Web,0
F103,2025-06-14 04:00:00,LAX,MIA,2025-05-14 04:00:00,Economy,148,Agent,0
F101,2025-06-14 05:00:00,DFW,ATL,2025-05-14 05:00:00,Premium,226,Web,0
F103,2025-06-14 06:00:00,LAX,SEA,2025-05-14 06:00:00,Premium,322,Agent,1
F102,2025-06-14 07:00:00,ORD,SEA,2025-05-14 07:00:00,Business,378,Web,0
F104,2025-06-14 08:00:00,DFW,SEA,2025-05-14 08:00:00,Premium,507,Agent,0
F101,2025-06-14 09:00:00,ORD,MIA,2025-05-14 09:00:00,Economy,604,Web,0
F104,2025-06-14 10:00:00,JFK,MIA,2025-05-14 10:00:00,Business,393,Agent,0
F102,2025-06-14 11:00:00,LAX,BOS,2025-05-14 11:00:00,Business,895,Web,0
F102,2025-06-14 12:00:00,JFK,SEA,2025-05-14 12:00:00,Economy,376,Web,0
F102,2025-06-14 13:00:00,JFK,ATL,2025-05-14 13:00:00,Business,537,Agent,0
F103,2025-06-14 14:00:00,JFK,MIA,2025-05-14 14:00:00,Business,206,App,0
F103,2025-06-14 15:00:00,JFK,SEA,2025-05-14 15:00:00,Economy,757,Agent,1
F104,2025-06-14 16:00:00,LAX,SEA,2025-05-14 16:00:00,Business,519,App,0
F104,2025-06-14 17:00:00,JFK,MIA,2025-05-14 17:00:00,Economy,710,Web,0
F101,2025-06-14 18:00:00,LAX,BOS,2025-05-14 18:00:00,Economy,528,Agent,0
F101,2025-06-14 19:00:00,LAX,MIA,2025-05-14 19:00:00,Premium,474,Agent,0
F104,2025-06-14 20:00:00,ORD,MIA,2025-05-14 20:00:00,Premium,172,Agent,0
F103,2025-06-14 21:00:00,DFW,ATL,2025-05-14 21:00:00,Business,733,App,0
F102,2025-06-14 22:00:00,DFW,ATL,2025-05-14 22:00:00,Business,129,App,0
F104,2025-06-14 23:00:00,LAX,BOS,2025-05-14 23:00:00,Economy,287,Web,0
F101,2025-06-15 00:00:00,ORD,SEA,2025-05-15 00:00:00,Business,463,App,1
F103,2025-06-15 01:00:00,LAX,MIA,2025-05-15 01:00:00,Economy,965,App,1
F104,2025-06-15 02:00:00,LAX,BOS,2025-05-15 02:00:00,Economy,899,Web,1
F104,2025-06-15 03:00:00,LAX,ATL,2025-05-15 03:00:00,Business,550,Agent,0
F103,2025-06-15 04:00:00,ORD,MIA,2025-05-15 04:00:00,Economy,294,Agent,0
F104,2025-06-15 05:00:00,DFW,SEA,2025-05-15 05:00:00,Premium,255,Web,0
F103,2025-06-15 06:00:00,ORD,ATL,2025-05-15 06:00:00,Business,271,Agent,0
F102,2025-06-15 07:00:00,JFK,ATL,2025-05-15 07:00:00,Premium,946,App,0
F103,2025-06-15 08:00:00,ORD,ATL,2025-05-15 08:00:00,Business,140,Web,0
F103,2025-06-15 09:00:00,ORD,BOS,2025-05-15 09:00:00,Economy,162,Web,0
F103,2025-06-15 10:00:00,ORD,SEA,2025-05-15 10:00:00,Business,122,Web,0
F104,2025-06-15 11:00:00,ORD,MIA,2025-05-15 11:00:00,Premium,459,Agent,0
F104,2025-06-15 12:00:00,DFW,BOS,2025-05-15 12:00:00,Economy,174,Web,0
F103,2025-06-15 13:00:00,JFK,BOS,2025-05-15 13:00:00,Business,659,Web,0
F104,2025-06-15 14:00:00,DFW,BOS,2025-05-15 14:00:00,Business,771,Web,0
F101,2025-06-15 15:00:00,DFW,ATL,2025-05-15 15:00:00,Business,924,Agent,0
F101,2025-06-15 16:00:00,ORD,SEA,2025-05-15 16:00:00,Premium,217,App,0
F104,2025-06-15 17:00:00,LAX,BOS,2025-05-15 17:00:00,Premium,711,Web,0
F104,2025-06-15 18:00:00,LAX,MIA,2025-05-15 18:00:00,Business,479,App,0
F103,2025-06-15 19:00:00,DFW,SEA,2025-05-15 19:00:00,Economy,778,Agent,0
F102,2025-06-15 20:00:00,DFW,MIA,2025-05-15 20:00:00,Economy,389,Agent,0
F104,2025-06-15 21:00:00,ORD,SEA,2025-05-15 21:00:00,Premium,539,Agent,0
F101,2025-06-15 22:00:00,DFW,MIA,2025-05-15 22:00:00,Economy,767,Agent,1
F103,2025-06-15 23:00:00,ORD,ATL,2025-05-15 23:00:00,Premium,106,App,0
F104,2025-06-16 00:00:00,LAX,BOS,2025-05-16 00:00:00,Business,295,Web,0
F101,2025-06-16 01:00:00,LAX,MIA,2025-05-16 01:00:00,Premium,520,Agent,0
F101,2025-06-16 02:00:00,JFK,SEA,2025-05-16 02:00:00,Premium,667,Agent,1
F102,2025-06-16 03:00:00,LAX,BOS,2025-05-16 03:00:00,Business,932,App,0
F103,2025-06-16 04:00:00,DFW,BOS,2025-05-16 04:00:00,Economy,292,App,0
F103,2025-06-16 05:00:00,LAX,SEA,2025-05-16 05:00:00,Premium,658,Agent,0
F102,2025-06-16 06:00:00,ORD,MIA,2025-05-16 06:00:00,Premium,247,Web,1
F102,2025-06-16 07:00:00,LAX,ATL,2025-05-16 07:00:00,Business,886,Web,0
F103,2025-06-16 08:00:00,JFK,ATL,2025-05-16 08:00:00,Economy,768,Agent,0
F103,2025-06-16 09:00:00,LAX,MIA,2025-05-16 09:00:00,Premium,301,App,0
F104,2025-06-16 10:00:00,ORD,BOS,2025-05-16 10:00:00,Business,543,Agent,0
F104,2025-06-16 11:00:00,ORD,BOS,2025-05-16 11:00:00,Premium,518,Agent,0
F102,2025-06-16 12:00:00,DFW,BOS,2025-05-16 12:00:00,Business,526,App,0
F104,2025-06-16 13:00:00,LAX,BOS,2025-05-16 13:00:00,Economy,578,Agent,0
F101,2025-06-16 14:00:00,ORD,MIA,2025-05-16 14:00:00,Economy,574,Agent,0
F104,2025-06-16 15:00:00,JFK,BOS,2025-05-16 15:00:00,Economy,225,Agent,0
F104,2025-06-16 16:00:00,DFW,SEA,2025-05-16 16:00:00,Economy,494,App,1
F101,2025-06-16 17:00:00,JFK,BOS,2025-05-16 17:00:00,Premium,916,Web,0
F102,2025-06-16 18:00:00,LAX,ATL,2025-05-16 18:00:00,Premium,980,Web,0
F101,2025-06-16 19:00:00,LAX,BOS,2025-05-16 19:00:00,Economy,905,App,0
F104,2025-06-16 20:00:00,LAX,MIA,2025-05-16 20:00:00,Economy,675,Web,0
F102,2025-06-16 21:00:00,DFW,ATL,2025-05-16 21:00:00,Economy,424,Agent,0
F104,2025-06-16 22:00:00,ORD,MIA,2025-05-16 22:00:00,Premium,491,Web,0
F101,2025-06-16 23:00:00,DFW,MIA,2025-05-16 23:00:00,Economy,787,Agent,0
F101,2025-06-17 00:00:00,JFK,ATL,2025-05-17 00:00:00,Economy,727,Web,0
F104,2025-06-17 01:00:00,DFW,MIA,2025-05-17 01:00:00,Economy,539,App,0
F103,2025-06-17 02:00:00,JFK,MIA,2025-05-17 02:00:00,Business,303,Web,0
F103,2025-06-17 03:00:00,DFW,BOS,2025-05-17 03:00:00,Economy,585,Web,0
F101,2025-06-17 04:00:00,ORD,SEA,2025-05-17 04:00:00,Business,932,Web,1
F101,2025-06-17 05:00:00,JFK,MIA,2025-05-17 05:00:00,Business,130,App,0
F103,2025-06-17 06:00:00,LAX,MIA,2025-05-17 06:00:00,Economy,487,Web,1
F103,2025-06-17 07:00:00,LAX,MIA,2025-05-17 07:00:00,Business,724,App,0
F104,2025-06-17 08:00:00,DFW,BOS,2025-05-17 08:00:00,Economy,976,Agent,1
F104,2025-06-17 09:00:00,LAX,SEA,2025-05-17 09:00:00,Premium,533,Web,0
F103,2025-06-17 10:00:00,JFK,ATL,2025-05-17 10:00:00,Premium,936,App,0
F104,2025-06-17 11:00:00,LAX,BOS,2025-05-17 11:00:00,Premium,475,App,0
F104,2025-06-17 12:00:00,ORD,BOS,2025-05-17 12:00:00,Premium,443,Web,0
F102,2025-06-17 13:00:00,ORD,SEA,2025-05-17 13:00:00,Business,542,Agent,0
F104,2025-06-17 14:00:00,DFW,SEA,2025-05-17 14:00:00,Economy,678,App,0
F101,2025-06-17 15:00:00,JFK,BOS,2025-05-17 15:00:00,Economy,174,Web,0
F104,2025-06-17 16:00:00,ORD,ATL,2025-05-17 16:00:00,Economy,656,Agent,0
F104,2025-06-17 17:00:00,ORD,BOS,2025-05-17 17:00:00,Premium,871,App,0
F103,2025-06-17 18:00:00,JFK,SEA,2025-05-17 18:00:00,Premium,765,App,0
F101,2025-06-17 19:00:00,LAX,ATL,2025-05-17 19:00:00,Economy,254,Agent,0
F104,2025-06-17 20:00:00,LAX,SEA,2025-05-17 20:00:00,Premium,529,Agent,0
F104,2025-06-17 21:00:00,DFW,ATL,2025-05-17 21:00:00,Economy,462,Web,0
F102,2025-06-17 22:00:00,LAX,MIA,2025-05-17 22:00:00,Economy,547,Web,0
F104,2025-06-17 23:00:00,JFK,SEA,2025-05-17 23:00:00,Economy,333,App,0
F104,2025-06-18 00:00:00,ORD,SEA,2025-05-18 00:00:00,Economy,662,Agent,0
F102,2025-06-18 01:00:00,LAX,BOS,2025-05-18 01:00:00,Economy,917,Agent,0
F103,2025-06-18 02:00:00,DFW,SEA,2025-05-18 02:00:00,Economy,361,Agent,0
F104,2025-06-18 03:00:00,LAX,SEA,2025-05-18 03:00:00,Economy,926,App,0
F102,2025-06-18 04:00:00,JFK,MIA,2025-05-18 04:00:00,Premium,224,Agent,0
F101,2025-06-18 05:00:00,DFW,SEA,2025-05-18 05:00:00,Economy,344,Agent,0
F103,2025-06-18 06:00:00,LAX,MIA,2025-05-18 06:00:00,Economy,641,App,0
F101,2025-06-18 07:00:00,DFW,MIA,2025-05-18 07:00:00,Premium,584,Web,0
F101,2025-06-18 08:00:00,JFK,MIA,2025-05-18 08:00:00,Premium,221,Web,0
F102,2025-06-18 09:00:00,ORD,MIA,2025-05-18 09:00:00,Premium,224,App,0
F104,2025-06-18 10:00:00,JFK,ATL,2025-05-18 10:00:00,Economy,648,Agent,0
F102,2025-06-18 11:00:00,JFK,BOS,2025-05-18 11:00:00,Business,269,App,0
F102,2025-06-18 12:00:00,JFK,ATL,2025-05-18 12:00:00,Business,223,Web,0
F102,2025-06-18 13:00:00,JFK,SEA,2025-05-18 13:00:00,Premium,968,Web,0
F102,2025-06-18 14:00:00,ORD,ATL,2025-05-18 14:00:00,Business,134,App,0
F103,2025-06-18 15:00:00,ORD,ATL,2025-05-18 15:00:00,Premium,186,App,1
F104,2025-06-18 16:00:00,DFW,SEA,2025-05-18 16:00:00,Economy,745,Web,0
F101,2025-06-18 17:00:00,LAX,SEA,2025-05-18 17:00:00,Business,807,App,1
F101,2025-06-18 18:00:00,ORD,SEA,2025-05-18 18:00:00,Economy,885,Web,0
F104,2025-06-18 19:00:00,ORD,ATL,2025-05-18 19:00:00,Business,300,App,0
F101,2025-06-18 20:00:00,LAX,ATL,2025-05-18 20:00:00,Economy,468,App,0
F104,2025-06-18 21:00:00,ORD,SEA,2025-05-18 21:00:00,Business,896,App,0
F101,2025-06-18 22:00:00,JFK,BOS,2025-05-18 22:00:00,Economy,176,Web,0
F102,2025-06-18 23:00:00,JFK,BOS,2025-05-18 23:00:00,Economy,158,App,0
F101,2025-06-19 00:00:00,LAX,MIA,2025-05-19 00:00:00,Business,530,Web,0
F104,2025-06-19 01:00:00,DFW,SEA,2025-05-19 01:00:00,Economy,737,Web,1
F104,2025-06-19 02:00:00,DFW,MIA,2025-05-19 02:00:00,Economy,599,App,0
F104,2025-06-19 03:00:00,LAX,BOS,2025-05-19 03:00:00,Economy,208,App,0
F104,2025-06-19 04:00:00,LAX,MIA,2025-05-19 04:00:00,Business,835,Web,0
F104,2025-06-19 05:00:00,JFK,SEA,2025-05-19 05:00:00,Business,377,Web,0
F103,2025-06-19 06:00:00,DFW,SEA,2025-05-19 06:00:00,Economy,167,Agent,0
F103,2025-06-19 07:00:00,ORD,SEA,2025-05-19 07:00:00,Economy,168,Web,0
F101,2025-06-19 08:00:00,JFK,ATL,2025-05-19 08:00:00,Business,264,Agent,1
F104,2025-06-19 09:00:00,LAX,MIA,2025-05-19 09:00:00,Business,588,Agent,0
F101,2025-06-19 10:00:00,DFW,BOS,2025-05-19 10:00:00,Economy,404,Agent,0
F104,2025-06-19 11:00:00,ORD,BOS,2025-05-19 11:00:00,Economy,773,App,0
F104,2025-06-19 12:00:00,ORD,BOS,2025-05-19 12:00:00,Economy,464,App,0
F103,2025-06-19 13:00:00,JFK,ATL,2025-05-19 13:00:00,Premium,953,Web,0
F103,2025-06-19 14:00:00,DFW,ATL,2025-05-19 14:00:00,Business,920,Agent,0
F102,2025-06-19 15:00:00,DFW,SEA,2025-05-19 15:00:00,Premium,478,App,0
F103,2025-06-19 16:00:00,LAX,BOS,2025-05-19 16:00:00,Business,442,App,0
F102,2025-06-19 17:00:00,DFW,ATL,2025-05-19 17:00:00,Business,998,App,0
F102,2025-06-19 18:00:00,DFW,SEA,2025-05-19 18:00:00,Business,653,App,0
F102,2025-06-19 19:00:00,JFK,BOS,2025-05-19 19:00:00,Business,453,App,0
F102,2025-06-19 20:00:00,DFW,MIA,2025-05-19 20:00:00,Business,515,Agent,0
F102,2025-06-19 21:00:00,ORD,SEA,2025-05-19 21:00:00,Business,208,Agent,0
F101,2025-06-19 22:00:00,JFK,ATL,2025-05-19 22:00:00,Business,662,Agent,0
F103,2025-06-19 23:00:00,JFK,ATL,2025-05-19 23:00:00,Premium,861,Agent,0
F102,2025-06-20 00:00:00,LAX,SEA,2025-05-20 00:00:00,Economy,596,Web,0
F104,2025-06-20 01:00:00,DFW,SEA,2025-05-20 01:00:00,Economy,440,Agent,0
F103,2025-06-20 02:00:00,LAX,ATL,2025-05-20 02:00:00,Premium,482,App,0
F103,2025-06-20 03:00:00,ORD,MIA,2025-05-20 03:00:00,Premium,632,Agent,0
F102,2025-06-20 04:00:00,JFK,BOS,2025-05-20 04:00:00,Premium,399,Web,0
F101,2025-06-20 05:00:00,JFK,MIA,2025-05-20 05:00:00,Premium,238,App,0
F102,2025-06-20 06:00:00,JFK,SEA,2025-05-20 06:00:00,Business,458,Agent,0
F101,2025-06-20 07:00:00,ORD,MIA,2025-05-20 07:00:00,Economy,935,Agent,0
F104,2025-06-20 08:00:00,ORD,ATL,2025-05-20 08:00:00,Business,598,Agent,1
F103,2025-06-20 09:00:00,LAX,SEA,2025-05-20 09:00:00,Economy,484,App,0
F104,2025-06-20 10:00:00,LAX,BOS,2025-05-20 10:00:00,Economy,703,App,0
F101,2025-06-20 11:00:00,LAX,ATL,2025-05-20 11:00:00,Premium,379,Web,0
F101,2025-06-20 12:00:00,DFW,ATL,2025-05-20 12:00:00,Business,736,App,0
F104,2025-06-20 13:00:00,JFK,BOS,2025-05-20 13:00:00,Premium,582,App,1
F101,2025-06-20 14:00:00,JFK,BOS,2025-05-20 14:00:00,Business,210,Agent,0
F104,2025-06-20 15:00:00,LAX,MIA,2025-05-20 15:00:00,Economy,965,App,1
F103,2025-06-20 16:00:00,JFK,SEA,2025-05-20 16:00:00,Premium,238,Agent,1
F104,2025-06-20 17:00:00,LAX,BOS,2025-05-20 17:00:00,Premium,534,Agent,1
F103,2025-06-20 18:00:00,DFW,BOS,2025-05-20 18:00:00,Economy,608,App,0
F104,2025-06-20 19:00:00,DFW,SEA,2025-05-20 19:00:00,Economy,372,Web,0
F101,2025-06-20 20:00:00,ORD,BOS,2025-05-20 20:00:00,Economy,198,Web,0
F104,2025-06-20 21:00:00,DFW,BOS,2025-05-20 21:00:00,Premium,863,App,0
F101,2025-06-20 22:00:00,LAX,MIA,2025-05-20 22:00:00,Business,949,Web,0
F104,2025-06-20 23:00:00,DFW,ATL,2025-05-20 23:00:00,Premium,203,Agent,0
F104,2025-06-21 00:00:00,ORD,ATL,2025-05-21 00:00:00,Business,313,Agent,0
F102,2025-06-21 01:00:00,JFK,ATL,2025-05-21 01:00:00,Premium,860,App,0
F101,2025-06-21 02:00:00,LAX,ATL,2025-05-21 02:00:00,Premium,763,Web,0
F102,2025-06-21 03:00:00,JFK,BOS,2025-05-21 03:00:00,Economy,861,Web,0
F101,2025-06-21 04:00:00,ORD,SEA,2025-05-21 04:00:00,Business,886,Agent,0
F102,2025-06-21 05:00:00,ORD,SEA,2025-05-21 05:00:00,Premium,264,App,0
F103,2025-06-21 06:00:00,ORD,MIA,2025-05-21 06:00:00,Premium,952,Web,0
F104,2025-06-21 07:00:00,JFK,MIA,2025-05-21 07:00:00,Economy,619,App,0
F101,2025-06-21 08:00:00,JFK,BOS,2025-05-21 08:00:00,Economy,383,Web,0
F101,2025-06-21 09:00:00,JFK,SEA,2025-05-21 09:00:00,Business,616,Agent,1
F104,2025-06-21 10:00:00,JFK,SEA,2025-05-21 10:00:00,Premium,756,Agent,0
F101,2025-06-21 11:00:00,ORD,ATL,2025-05-21 11:00:00,Business,712,App,0
F101,2025-06-21 12:00:00,ORD,BOS,2025-05-21 12:00:00,Premium,263,Agent,0
F102,2025-06-21 13:00:00,LAX,BOS,2025-05-21 13:00:00,Business,985,Web,0
F101,2025-06-21 14:00:00,LAX,ATL,2025-05-21 14:00:00,Economy,758,Agent,0
F103,2025-06-21 15:00:00,JFK,BOS,2025-05-21 15:00:00,Premium,163,App,0
F103,2025-06-21 16:00:00,DFW,BOS,2025-05-21 16:00:00,Business,190,App,0
F104,2025-06-21 17:00:00,DFW,MIA,2025-05-21 17:00:00,Economy,216,App,0
F101,2025-06-21 18:00:00,ORD,SEA,2025-05-21 18:00:00,Economy,965,Web,0
F104,2025-06-21 19:00:00,ORD,BOS,2025-05-21 19:00:00,Business,366,Web,0
F103,2025-06-21 20:00:00,ORD,MIA,2025-05-21 20:00:00,Premium,921,Web,1
F101,2025-06-21 21:00:00,LAX,SEA,2025-05-21 21:00:00,Premium,784,Web,1
F101,2025-06-21 22:00:00,LAX,ATL,2025-05-21 22:00:00,Economy,658,Web,0
F104,2025-06-21 23:00:00,ORD,MIA,2025-05-21 23:00:00,Premium,239,Agent,0
F103,2025-06-22 00:00:00,ORD,MIA,2025-05-22 00:00:00,Premium,345,Web,0
F101,2025-06-22 01:00:00,ORD,SEA,2025-05-22 01:00:00,Premium,760,Web,0
F104,2025-06-22 02:00:00,DFW,ATL,2025-05-22 02:00:00,Economy,857,Agent,0
F103,2025-06-22 03:00:00,LAX,MIA,2025-05-22 03:00:00,Business,494,Web,1
F104,2025-06-22 04:00:00,DFW,BOS,2025-05-22 04:00:00,Premium,586,App,0
F102,2025-06-22 05:00:00,DFW,BOS,2025-05-22 05:00:00,Economy,575,Web,0
F101,2025-06-22 06:00:00,ORD,BOS,2025-05-22 06:00:00,Economy,616,Web,0
F102,2025-06-22 07:00:00,ORD,ATL,2025-05-22 07:00:00,Business,283,App,1
F103,2025-06-22 08:00:00,JFK,MIA,2025-05-22 08:00:00,Premium,119,App,0
F102,2025-06-22 09:00:00,JFK,BOS,2025-05-22 09:00:00,Premium,657,App,0
F102,2025-06-22 10:00:00,DFW,ATL,2025-05-22 10:00:00,Business,623,App,0
F103,2025-06-22 11:00:00,LAX,BOS,2025-05-22 11:00:00,Business,681,Web,0
F104,2025-06-22 12:00:00,ORD,SEA,2025-05-22 12:00:00,Economy,628,App,0
F102,2025-06-22 13:00:00,ORD,MIA,2025-05-22 13:00:00,Economy,982,App,1
F104,2025-06-22 14:00:00,DFW,MIA,2025-05-22 14:00:00,Business,246,Agent,0
F102,2025-06-22 15:00:00,JFK,ATL,2025-05-22 15:00:00,Premium,765,App,0
F104,2025-06-22 16:00:00,LAX,ATL,2025-05-22 16:00:00,Economy,403,App,0
F103,2025-06-22 17:00:00,JFK,MIA,2025-05-22 17:00:00,Economy,719,Agent,0
F102,2025-06-22 18:00:00,JFK,BOS,2025-05-22 18:00:00,Premium,847,Agent,0
F103,2025-06-22 19:00:00,JFK,BOS,2025-05-22 19:00:00,Economy,919,Web,0
F102,2025-06-22 20:00:00,JFK,SEA,2025-05-22 20:00:00,Premium,963,Agent,0
F103,2025-06-22 21:00:00,ORD,BOS,2025-05-22 21:00:00,Premium,681,Web,0
F103,2025-06-22 22:00:00,ORD,ATL,2025-05-22 22:00:00,Premium,794,Agent,0
F102,2025-06-22 23:00:00,JFK,ATL,2025-05-22 23:00:00,Business,861,Agent,0
F102,2025-06-23 00:00:00,LAX,BOS,2025-05-23 00:00:00,Business,327,Web,1
F102,2025-06-23 01:00:00,DFW,ATL,2025-05-23 01:00:00,Business,201,Agent,0
F101,2025-06-23 02:00:00,LAX,MIA,2025-05-23 02:00:00,Premium,686,Web,0
F104,2025-06-23 03:00:00,LAX,MIA,2025-05-23 03:00:00,Premium,516,Agent,0
F101,2025-06-23 04:00:00,LAX,BOS,2025-05-23 04:00:00,Business,315,App,0
F101,2025-06-23 05:00:00,JFK,MIA,2025-05-23 05:00:00,Economy,506,Agent,0
F103,2025-06-23 06:00:00,ORD,MIA,2025-05-23 06:00:00,Premium,498,Web,0
F102,2025-06-23 07:00:00,LAX,SEA,2025-05-23 07:00:00,Economy,814,Agent,0
F104,2025-06-23 08:00:00,JFK,SEA,2025-05-23 08:00:00,Economy,803,Web,0
F103,2025-06-23 09:00:00,LAX,MIA,2025-05-23 09:00:00,Premium,860,Web,0
F101,2025-06-23 10:00:00,LAX,BOS,2025-05-23 10:00:00,Premium,598,App,0
F102,2025-06-23 11:00:00,JFK,SEA,2025-05-23 11:00:00,Economy,853,App,1
F103,2025-06-23 12:00:00,ORD,ATL,2025-05-23 12:00:00,Economy,564,Web,0
F102,2025-06-23 13:00:00,ORD,ATL,2025-05-23 13:00:00,Business,790,Agent,0
F103,2025-06-23 14:00:00,DFW,ATL,2025-05-23 14:00:00,Business,830,Web,1
F102,2025-06-23 15:00:00,JFK,BOS,2025-05-23 15:00:00,Premium,181,Web,1
F101,2025-06-23 16:00:00,DFW,MIA,2025-05-23 16:00:00,Business,703,Agent,0
F104,2025-06-23 17:00:00,DFW,ATL,2025-05-23 17:00:00,Business,786,Agent,0
F101,2025-06-23 18:00:00,DFW,BOS,2025-05-23 18:00:00,Business,850,Agent,0
F104,2025-06-23 19:00:00,ORD,SEA,2025-05-23 19:00:00,Business,871,Agent,0
F102,2025-06-23 20:00:00,JFK,MIA,2025-05-23 20:00:00,Economy,464,Web,0
F103,2025-06-23 21:00:00,DFW,SEA,2025-05-23 21:00:00,Premium,262,Web,0
F101,2025-06-23 22:00:00,JFK,BOS,2025-05-23 22:00:00,Business,147,App,0
F104,2025-06-23 23:00:00,JFK,ATL,2025-05-23 23:00:00,Economy,610,Web,0
F101,2025-06-24 00:00:00,ORD,ATL,2025-05-24 00:00:00,Economy,428,Agent,0
F104,2025-06-24 01:00:00,DFW,BOS,2025-05-24 01:00:00,Economy,939,App,0
F101,2025-06-24 02:00:00,DFW,ATL,2025-05-24 02:00:00,Business,215,Agent,0
F104,2025-06-24 03:00:00,JFK,MIA,2025-05-24 03:00:00,Business,948,Web,0
F104,2025-06-24 04:00:00,LAX,BOS,2025-05-24 04:00:00,Premium,436,App,0
F102,2025-06-24 05:00:00,ORD,SEA,2025-05-24 05:00:00,Business,980,Agent,1
F104,2025-06-24 06:00:00,ORD,BOS,2025-05-24 06:00:00,Business,836,App,0
F102,2025-06-24 07:00:00,ORD,MIA,2025-05-24 07:00:00,Economy,963,App,0
F104,2025-06-24 08:00:00,ORD,MIA,2025-05-24 08:00:00,Premium,939,Web,0
F103,2025-06-24 09:00:00,DFW,BOS,2025-05-24 09:00:00,Business,246,Agent,0
F103,2025-06-24 10:00:00,DFW,BOS,2025-05-24 10:00:00,Business,674,App,1
F103,2025-06-24 11:00:00,LAX,ATL,2025-05-24 11:00:00,Economy,905,App,0
F104,2025-06-24 12:00:00,ORD,MIA,2025-05-24 12:00:00,Economy,422,Agent,0
F102,2025-06-24 13:00:00,ORD,BOS,2025-05-24 13:00:00,Business,542,App,0
F102,2025-06-24 14:00:00,JFK,BOS,2025-05-24 14:00:00,Premium,936,App,0
F104,2025-06-24 15:00:00,DFW,MIA,2025-05-24 15:00:00,Premium,112,App,0
F103,2025-06-24 16:00:00,ORD,BOS,2025-05-24 16:00:00,Economy,593,Agent,0
F103,2025-06-24 17:00:00,LAX,ATL,2025-05-24 17:00:00,Economy,800,Agent,0
F102,2025-06-24 18:00:00,LAX,MIA,2025-05-24 18:00:00,Business,386,Agent,0
F103,2025-06-24 19:00:00,DFW,ATL,2025-05-24 19:00:00,Economy,819,Agent,0
F101,2025-06-24 20:00:00,LAX,ATL,2025-05-24 20:00:00,Business,213,Web,1
F102,2025-06-24 21:00:00,LAX,ATL,2025-05-24 21:00:00,Premium,579,App,0
F103,2025-06-24 22:00:00,DFW,ATL,2025-05-24 22:00:00,Premium,121,Agent,0
F102,2025-06-24 23:00:00,ORD,MIA,2025-05-24 23:00:00,Business,448,App,0
F101,2025-06-25 00:00:00,ORD,ATL,2025-05-25 00:00:00,Economy,825,App,1
F102,2025-06-25 01:00:00,LAX,ATL,2025-05-25 01:00:00,Premium,782,Web,0
F102,2025-06-25 02:00:00,LAX,BOS,2025-05-25 02:00:00,Economy,934,Agent,0
F102,2025-06-25 03:00:00,ORD,MIA,2025-05-25 03:00:00,Premium,665,Agent,0
F102,2025-06-25 04:00:00,DFW,MIA,2025-05-25 04:00:00,Business,909,App,0
F101,2025-06-25 05:00:00,LAX,SEA,2025-05-25 05:00:00,Business,419,Agent,0
